                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     150                                      352                  1.5000000000000000E+001                  2.0000000000000000E-002                  3.9046391206179197E+002                  7.8517649586104863E+000                  4.0754012109447899E+003                  1.0585299040354246E+004                  2.0666629888872410E+002                 -1.2146096437249833E+001                  6.9999999999999984E-001                  2.9797635251138614E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670273E-003                  1.1735478978037879E-002                  0.0000000000000000E+000                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0500000000000002E+001                  4.4696452876707927E-004                  4.1995530354712312E+000                  6.4116192645875175E-002                  1.8935112119505403E-002                  1.7603218467056808E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999649084320030E+001                  2.0606833553468084E+002                  1.4999573796571747E+001                  2.0595801197544807E+002                  7.6805520182277942E+006                  2.4142890441645877E+003                  1.4170596355205107E+007                  3.5714884980148677E-019                  3.5714884980148682E-019                  0.0000000000000000E+000                  8.1066648640420208E-020                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 1.5000000000000000E+001                  2.0666629888872410E+002                  1.0585299040354246E+004                  9.5904314270734847E+002                 -8.4330329072297232E+000                  3.6101703732891823E+000                  1.8957768054666978E+012                  2.1263223764575805E+001                  1.6295597827772129E+008                  1.6524117268497125E+000                  3.9336390080909978E-001                  1.3009750482813200E+000                  9.9994226690082902E-005                  8.4988121862410471E-001                  9.5834745677300305E+002                  6.9568593434538972E-001                  1.2504535729270752E-001                  1.2504535729270752E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6937495111665281E-003                  9.5369625781671577E-029                  9.5369625781671577E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647265414884843E-029                  0.0000000000000000E+000                 -8.3267402788739964E-001                  6.9999999999999996E-001                  2.9797635251138621E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670273E-003                  1.1735478978037879E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005718906667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999999985000E+001                  2.0666629884402809E+002                  1.0585299040354250E+004                  9.5904362721587654E+002                 -8.4330327152359512E+000                  3.6101704007248272E+000                  1.8957768302724790E+012                  2.1263223510843790E+001                  1.6295597667141113E+008                  1.6524117335623438E+000                  3.9336390383636616E-001                  1.3009750482339986E+000                  9.9994226689996762E-005                  8.4988121862410471E-001                  9.5834794110573716E+002                  6.9568611013942316E-001                  1.2504536843341243E-001                  1.2504536843341243E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6937530517956530E-003                  9.5369667946591623E-029                  9.5369667946591623E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647274985596776E-029                  0.0000000000000000E+000                 -8.3266691272551463E-001                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670273E-003                  1.1735478978037879E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005718920498E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999999868432E+001                  2.0666629849668698E+002                  1.0585299040354303E+004                  9.5904480770968894E+002                 -8.4330322474480628E+000                  3.6101704675711734E+000                  1.8957768907112378E+012                  2.1263222892632946E+001                  1.6295597275767264E+008                  1.6524117499175233E+000                  3.9336391121223396E-001                  1.3009750481187008E+000                  9.9994226689787159E-005                  8.4988121862410493E-001                  9.5834912117123099E+002                  6.9568653845790918E-001                  1.2504554158758224E-001                  1.2504554158758224E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6937616784565508E-003                  9.5369770680412975E-029                  9.5369770680412975E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647298304407975E-029                  0.0000000000000000E+000                 -8.3264957683149754E-001                  7.0000000000000007E-001                  2.9797635251138618E-005                  2.7997020236474879E-001                  4.2744128430583462E-003                  1.2623408079670275E-003                  1.1735478978037877E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005718954206E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999999664436E+001                  2.0666629788884168E+002                  1.0585299040354390E+004                  9.5904631015638199E+002                 -8.4330316520826809E+000                  3.6101705526484169E+000                  1.8957769676333552E+012                  2.1263222105822109E+001                  1.6295596777654785E+008                  1.6524117707332286E+000                  3.9336392059971087E-001                  1.3009750479719564E+000                  9.9994226689521435E-005                  8.4988121862410493E-001                  9.5835062307279054E+002                  6.9568708359139730E-001                  1.2504584460738774E-001                  1.2504584460738774E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6937726578435337E-003                  9.5369901432484948E-029                  9.5369901432484948E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647327982880370E-029                  0.0000000000000000E+000                 -8.3262751306464289E-001                  7.0000000000000007E-001                  2.9797635251138618E-005                  2.7997020236474879E-001                  4.2744128430583462E-003                  1.2623408079670275E-003                  1.1735478978037877E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005718997102E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999999460439E+001                  2.0666629728099636E+002                  1.0585299040354479E+004                  9.5904856382645721E+002                 -8.4330307590367006E+000                  3.6101706802643858E+000                  1.8957770830166821E+012                  2.1263220925611954E+001                  1.6295596030485934E+008                  1.6524118019568097E+000                  3.9336393468093361E-001                  1.3009750477518378E+000                  9.9994226689124264E-005                  8.4988121862410471E-001                  9.5835287592516408E+002                  6.9568790129308944E-001                  1.2504614762719735E-001                  1.2504614762719735E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6937891269226090E-003                  9.5370097560469509E-029                  9.5370097560469509E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647372500560938E-029                  0.0000000000000000E+000                 -8.3259441758566399E-001                  6.9999999999999984E-001                  2.9797635251138625E-005                  2.7997020236474895E-001                  4.2744128430583480E-003                  1.2623408079670275E-003                  1.1735478978037887E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005719061445E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999999052447E+001                  2.0666629606531021E+002                  1.0585299040354656E+004                  9.5905156871994848E+002                 -8.4330295683127439E+000                  3.6101708504193160E+000                  1.8957772368614480E+012                  2.1263219352009873E+001                  1.6295595034259540E+008                  1.6524118435883444E+000                  3.9336395345593317E-001                  1.3009750474583395E+000                  9.9994226688598846E-005                  8.4988121862410471E-001                  9.5835587972838300E+002                  6.9568899156546538E-001                  1.2504675366684029E-001                  1.2504675366684029E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6938110856964482E-003                  9.5370359064194388E-029                  9.5370359064194388E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647431857410598E-029                  0.0000000000000000E+000                 -8.3255029064926711E-001                  6.9999999999999984E-001                  2.9797635251138625E-005                  2.7997020236474895E-001                  4.2744128430583480E-003                  1.2623408079670275E-003                  1.1735478978037887E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005719147222E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999998644453E+001                  2.0666629484962621E+002                  1.0585299040354830E+004                  9.5905575410740698E+002                 -8.4330279098118481E+000                  3.6101710874212189E+000                  1.8957774511456763E+012                  2.1263217160228425E+001                  1.6295593646657819E+008                  1.6524119015752168E+000                  3.9336397960685676E-001                  1.3009750470495280E+000                  9.9994226687873962E-005                  8.4988121862410471E-001                  9.5836006359724252E+002                  6.9569051016449535E-001                  1.2504735970650194E-001                  1.2504735970650194E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6938416711271554E-003                  9.5370723301079084E-029                  9.5370723301079084E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647514532921303E-029                  0.0000000000000000E+000                 -8.3248882879015884E-001                  6.9999999999999996E-001                  2.9797635251138625E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670273E-003                  1.1735478978037882E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005719266692E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999997915896E+001                  2.0666629267877127E+002                  1.0585299040355145E+004                  9.5906111998899735E+002                 -8.4330257835416447E+000                  3.6101713912707778E+000                  1.8957777258701287E+012                  2.1263214350290397E+001                  1.6295591867677373E+008                  1.6524119759176534E+000                  3.9336401313379360E-001                  1.3009750465253922E+000                  9.9994226686955982E-005                  8.4988121862410471E-001                  9.5836542753189997E+002                  6.9569245709736405E-001                  1.2504844192026163E-001                  1.2504844192026163E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6938808832228552E-003                  9.5371190270624980E-029                  9.5371190270624980E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647620526979868E-029                  0.0000000000000000E+000                 -8.3241003268607083E-001                  6.9999999999999996E-001                  2.9797635251138625E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670273E-003                  1.1735478978037882E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005719419857E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999999997187340E+001                  2.0666629050792591E+002                  1.0585299040355458E+004                  9.5906895417644580E+002                 -8.4330226792127849E+000                  3.6101718348924390E+000                  1.8957781269694431E+012                  2.1263210247853998E+001                  1.6295589270364046E+008                  1.6524120844579084E+000                  3.9336406208322061E-001                  1.3009750457601221E+000                  9.9994226685639069E-005                  8.4988121862410471E-001                  9.5837325887680834E+002                  6.9569529963750121E-001                  1.2504952413406445E-001                  1.2504952413406445E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6939381328656082E-003                  9.5371872044637749E-029                  9.5371872044637749E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1647775277959399E-029                  0.0000000000000000E+000                 -8.3229499263719242E-001                  6.9999999999999996E-001                  2.9797635251138618E-005                  2.7997020236474884E-001                  4.2744128430583462E-003                  1.2623408079670271E-003                  1.1735478978037880E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000005719643461E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
